epoch # train_loss ### train_accuracy # test_loss ### eval_accuracy
1 | 0.26371534913778305 |  0.4340 | 0.22347636945545674 |  0.6300
2 | 0.2187843143939972 |  0.6860 | 0.19549278855323793 |  0.7600
3 | 0.18579926937818528 |  0.8300 | 0.17350669704377653 |  0.8100
4 | 0.15804193913936615 |  0.8980 | 0.15568967394530772 |  0.8100
5 | 0.13684074431657792 |  0.9560 | 0.14280181497335434 |  0.8700
6 | 0.1226670503616333 |  0.9700 | 0.13450203135609626 |  0.8800
7 | 0.1137892834842205 |  0.9760 | 0.12915793284773827 |  0.9000
8 | 0.10733672603964806 |  0.9780 | 0.12504173504188656 |  0.9000
9 | 0.10143513604998589 |  0.9760 | 0.12054803935810923 |  0.9000
10 | 0.09580404460430145 |  0.9820 | 0.11596644354984165 |  0.9200
Train finished. Total elapsed time (h:m:s): 0:00:00
